corrida,dimension,posicion_inicial,posicion_final,valor_final,iteraciones,evaluaciones
1,2,"[1.4544040566199063, -4.2584067584507]","[0.9949600079204823, -3.9797839817002285]",16.914202849930042,30,32
2,2,"[-3.464921967671155, 4.081194890517291]","[-2.9848571871187692, 3.9797838911963828]",24.873845034384892,30,32
3,2,"[1.0898335709142009, -5.025822191445712]","[0.9949595310689988, -4.974691929297845]",25.868681991850586,23,25
4,2,"[-4.080931401051831, 1.6742581156664915]","[-3.9797839984717798, 1.9899112376762413]",19.899074983215804,27,29
5,2,"[-5.06816938141472, -3.4733255534848135]","[-4.974691409439975, -2.984856870394078]",33.82832417629936,31,33
6,2,"[0.4990340031138416, 1.9650068243731793]","[1.5107143771322493e-06, 1.9899122335879582]",3.9798311910068698,38,40
7,2,"[1.5560832973066292, -2.823482271123868]","[1.9899112669826415, -2.9848556648882454]",12.934432432226396,31,33
8,2,"[2.1727152265987675, -2.690569344032767]","[1.9899124988840855, -2.98485479938117]",12.934432432215585,27,29
9,2,"[-1.7879070908490986, 2.5240719884085676]","[-1.989912227402567, 2.984854455261573]",12.934432432347615,35,37
10,2,"[1.5322408862434784, 3.5760477234603814]","[1.9899112343488605, 3.9797835681435427]",19.899074983230157,33,35
11,2,"[1.613956017155516, 0.6994800981552292]","[1.9899109585299533, 0.994958192277177]",4.974790248008668,28,30
12,2,"[-4.1607703774403335, -1.3545901766714006]","[-3.979784133483181, -0.9949598235813005]",16.914202849848394,27,29
13,2,"[-2.4043277549391315, -2.6215460517981843]","[-1.9899130127235551, -2.9848549382471323]",12.934432432276171,29,31
14,2,"[4.8436280806650425, -1.0946792994123733]","[4.974690305415704, -0.9949592074873463]",25.86868199193073,24,26
15,2,"[4.01455672501364, 1.342859530211972]","[3.97978390699818, 0.9949596862715846]",16.914202849773297,27,29
16,2,"[3.018867748266479, 0.027003833397166943]","[2.9848565813623322, 6.660355202407718e-07]",8.954601241728074,21,23
17,2,"[0.7874957785739172, -0.07661881529483328]","[0.9949576792037128, -2.591069778427443e-07]",0.994959057288769,25,27
18,2,"[-3.1207118049480247, 2.277909660277815]","[-2.9848560056913964, 1.989913207324604]",12.934432432247117,26,28
19,2,"[-2.2448910086056366, -4.871004503741913]","[-1.9899134831468233, -4.974690904176835]",28.853554125451815,25,27
20,2,"[1.4896363100893986, -3.3063866428718187]","[0.9949595896437948, -2.9848557234615987]",9.949560298760108,34,36
21,2,"[4.510295903773842, 4.648228628506495]","[3.9797849853995664, 4.974691357123826]",40.7929667272531,35,37
22,2,"[4.248211355857394, -1.3295749093842493]","[3.9797843665203376, -0.9949595571457895]",16.914202849772906,27,29
23,2,"[-4.961724246744398, 4.385982080898308]","[-4.974691379112926, 3.979784861469853]",40.79296672720105,28,30
24,2,"[-0.735394321230701, 4.778545347007177]","[-0.9949577474187581, 4.9746906384298955]",25.868681991903586,26,28
25,2,"[4.747468565393949, 3.614816823985767]","[4.974691164693387, 3.9797828992666058]",40.79296672719555,29,31
26,2,"[-2.1048433452074424, -1.1765992591162853]","[-1.989912906546621, -0.9949598401836589]",4.97479024802376,24,26
27,2,"[3.595639516332615, -1.874718667199717]","[3.979782492044933, -1.9899121750786746]",19.899074983384743,29,31
28,2,"[-3.3843942739344133, 0.5816449275735058]","[-2.9848562918611026, 0.9949574226239151]",9.949560298941984,29,31
29,2,"[4.466224887406397, 2.007345117951724]","[3.9797852797830333, 1.989912238397436]",19.89907498341217,30,32
30,2,"[0.7174263817150974, -4.124912703787331]","[0.9949575975751858, -3.9797842019252756]",16.9142028497923,26,28
31,2,"[1.177674001399498, 5.018151425067656]","[0.9949598504806867, 4.9746916696176]",25.868681991942413,24,26
32,2,"[-3.6855396839779937, 0.18769564020466412]","[-3.9797828266250193, 2.840861904710678e-07]",15.919243792687821,27,29
33,2,"[3.864300256542264, 2.4654706458030535]","[3.9797838350614585, 1.9899132546136158]",19.899074983222107,31,33
34,2,"[2.017441187791544, 2.073437020027999]","[1.989912651576651, 1.989913531871689]",7.959662381476418,22,24
35,2,"[-1.438810611509707, -2.113619514731588]","[-0.9949595605051038, -1.9899122692772344]",4.974790247816507,30,32
36,2,"[3.16785823209998, 3.1755611615148114]","[2.9848564357261207, 2.9848564791879664]",17.90920248320021,25,27
37,2,"[3.7588205422602625, 4.231583258178266]","[3.9797830224929016, 3.9797846028787935]",31.838487585169723,26,28
38,2,"[0.11614616433600311, 0.015526857596923627]","[1.1374710624774102e-06, 1.3888812798525552e-07]",2.6051516499592253e-10,23,25
39,2,"[3.0545426326197775, 1.5356306511643156]","[2.984855708261963, 1.989910876029772]",12.934432432406073,32,34
40,2,"[2.068140823118882, 3.0289169350256744]","[1.9899134446384372, 2.984856391236675]",12.934432432425513,22,24
41,2,"[3.99365470021188, -1.6589295938402735]","[3.979783879056513, -1.9899110566847693]",19.899074983289985,27,29
42,2,"[-1.2740305649669734, -4.157624936029501]","[-0.994959574126286, -3.9797843004790954]",16.91420284976686,26,28
43,2,"[0.8015886438008213, -4.7519511163213615]","[0.9949581225778914, -4.97469042701459]",25.868681991870126,26,28
44,2,"[-0.35227629432360796, 0.43668105940558455]","[-2.622185268140554e-07, 9.740107999845964e-07]",2.0185630944524746e-10,30,32
45,2,"[-2.185817578206368, 0.9301325882266704]","[-1.9899135637642897, 0.9949582715748579]",4.9747902480242185,24,26
46,2,"[-4.807677440624134, -4.7375545472080445]","[-4.974690817867493, -4.974690285995877]",49.74744586938794,26,28
47,2,"[3.3034297411549014, -1.431647831948668]","[2.984855971021153, -0.9949599499595392]",9.94956029893619,29,31
48,2,"[-3.8189003504447, 0.22777098296119647]","[-3.9797830596101913, 1.0745064636974737e-06]",15.919243792816758,25,27
49,2,"[2.7647339837297746, -2.909992678432326]","[2.98485446334059, -2.9848554185273692]",17.909202483292336,25,27
50,2,"[1.2583984723865624, -4.246041958463816]","[0.9949594638201438, -3.9797846823655165]",16.914202849823162,26,28
51,2,"[-4.5907791752334575, 0.3210714272578352]","[-4.974690290405895, 1.9011887829642796e-07]",24.87372293478665,30,32
52,2,"[0.41610364528749066, 1.4072821913416353]","[1.057328722614053e-06, 0.9949594881905937]",0.9949590574585301,29,31
53,2,"[2.315175257320054, 4.872725293696354]","[1.989913561384364, 4.974691100953702]",28.85355412546179,26,28
